"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"106","bmg2025vzvr","2025-11-09T23:36:29.683823Z","1.4971157312393188","127.52547454833984","4.716283638721212","Mw(mB)","172","43","63.87418365478516","Halmahera, Indonesia","BMKG"
"107","bmg2025vytl","2025-11-09T09:20:14.692734Z","-2.4980430603027344","137.2130126953125","4.932983537140283","MLv","25","23","147.96196746826172","West Papua, Indonesia","BMKG"
"108","bmg2025vxto","2025-11-08T20:15:53.101418Z","-7.1120023727417","129.70974731445312","4.2262464769251116","MLv","161","29","121.3779067993164","Banda Sea","BMKG"
"109","bmg2025vxgn","2025-11-08T13:40:48.843198Z","-8.667399406433105","118.39957427978516","4.1309362225888213","MLv","112","106","104.67514038085938","Sumbawa Region, Indonesia","BMKG"
"110","bmg2025vwxe","2025-11-08T08:56:35.059333Z","3.285741329193115","117.76776123046875","4.3284824324624527","Mw","5","44","94.91114616394043","Borneo","BMKG"
"111","bmg2025vwih","2025-11-08T01:26:32.619125Z","-8.302664756774902","109.06111145019531","4.188132185252633","MLv","27","117","209.93494415283203","Java, Indonesia","BMKG"
"112","bmg2025vwhv","2025-11-08T01:11:32.134618Z","2.027254819869995","124.67276763916016","4.119750841389309","Mw","209","72","119.75746536254883","Celebes Sea","BMKG"
"113","bmg2025vuzy","2025-11-07T08:04:41.957649Z","-2.2555739879608154","140.21803283691406","4.1739159033606565","MLv","9","10","197.6754913330078","Near North Coast of West Papua","BMKG"
"114","bmg2025vuov","2025-11-07T02:27:46.049028Z","5.998181343078613","126.13761138916016","4.30933784180913","MLv","135","13","162.54490661621094","Mindanao, Philippines","BMKG"
"115","bmg2025vuop","2025-11-07T02:21:16.674048Z","-7.294260501861572","114.1396255493164","4.1174219409827275","MLv","13","36","110.72161102294922","Bali Sea","BMKG"
"116","bmg2025vujs","2025-11-06T23:52:30.232829Z","-6.913699150085449","130.5689697265625","4.3032841659114425","MLv","120","21","79.17326354980469","Banda Sea","BMKG"
"117","bmg2025vtvu","2025-11-06T16:50:08.51746Z","-7.58626651763916","128.58033752441406","4.074593732069366","MLv","109","35","92.24905395507812","Banda Sea","BMKG"
"118","bmg2025vtmh","2025-11-06T12:02:54.759876Z","-9.021404266357422","123.9809799194336","4.278480778679497","MLv","60","66","56.97892761230469","Timor Region","BMKG"
"119","bmg2025vtfa","2025-11-06T08:22:38.864053Z","-9.381821632385254","114.02757263183594","4.235566648398853","MLv","12","67","207.7788543701172","South of Bali, Indonesia","BMKG"
"120","bmg2025vtev","2025-11-06T08:16:42.575924Z","-5.783204555511475","130.63510131835938","4.050024734420724","MLv","23","20","176.3440704345703","Banda Sea","BMKG"
"121","bmg2025vsxm","2025-11-06T04:33:41.674276Z","-3.8244469165802","129.25900268554688","4.044057708327487","MLv","121","28","120.3689727783203","Seram, Indonesia","BMKG"
"122","bmg2025vrzx","2025-11-05T16:38:46.772167Z","5.0369553565979","125.41038513183594","4.476678696962889","MLv","14","52","156.3303985595703","Mindanao, Philippines","BMKG"
"123","bmg2025vrso","2025-11-05T12:56:15.054404Z","-6.197788715362549","130.41970825195312","4.92141888678962","MLv","147","47","65.51158142089844","Banda Sea","BMKG"
"124","bmg2025vrph","2025-11-05T11:16:44.527383Z","-5.479226112365723","132.07965087890625","4.2431260369567267","MLv","42","36","185.13053131103516","Aru Islands Region, Indonesia","BMKG"
"125","bmg2025vrnz","2025-11-05T10:37:10.813948Z","3.288468599319458","117.75133514404297","4.837918910364413","Mw","10","59","98.49407196044922","Borneo","BMKG"
"126","bmg2025vrky","2025-11-05T09:05:04.22667Z","-0.19973064959049225","125.3275909423828","4.682007087416251","MLv","41","102","45.822998046875","Southern Molucca Sea","BMKG"
"127","bmg2025vrgg","2025-11-05T06:42:54.874802Z","0.942099392414093","125.50853729248047","4.255048283873271","MLv","32","65","51.81861877441406","Northern Molucca Sea","BMKG"
"128","bmg2025vqsa","2025-11-04T23:32:24.057248Z","-0.07802440226078033","123.1439437866211","5.965078878792791","Mw","112","410","14.016204833984375","Minahassa Peninsula, Sulawesi","BMKG"
"129","bmg2025vqnz","2025-11-04T21:29:35.769161Z","-2.112354278564453","139.00534057617188","4.567103998792189","Mw","23","76","147.4100341796875","Near North Coast of West Papua","BMKG"
"130","bmg2025vqdb","2025-11-04T15:58:28.015417Z","1.9067455530166626","127.03035736083984","5.009308787087392","Mw","67","187","83.93001556396484","Halmahera, Indonesia","BMKG"
"131","bmg2025vqae","2025-11-04T14:30:45.650024Z","5.90275239944458","125.47096252441406","4.4589377501129874","MLv","32","33","104.294668674469","Mindanao, Philippines","BMKG"
"132","bmg2025vpuo","2025-11-04T11:40:23.075582Z","-1.9653810262680054","139.5894317626953","4.473014925523228","MLv","13","28","203.9980926513672","Near North Coast of West Papua","BMKG"
"133","bmg2025vpqa","2025-11-04T09:23:11.261323Z","-0.5046138763427734","119.654296875","4.585160808701184","MLv","20","80","65.66952514648438","Minahassa Peninsula, Sulawesi","BMKG"
"134","bmg2025votk","2025-11-03T21:57:35.067226Z","-2.066920518875122","138.99122619628906","4.240230820001546","Mw","26","50","156.70423126220703","West Papua, Indonesia","BMKG"
"135","bmg2025vojs","2025-11-03T17:03:19.808931Z","-6.403676986694336","128.24658203125","4.0240231690736605","MLv","356","25","119.0550765991211","Banda Sea","BMKG"
"136","bmg2025vojn","2025-11-03T16:58:09.112813Z","-8.100129127502441","118.1497573852539","4.2784503683691453","MLv","10","128","44.5384521484375","Sumbawa Region, Indonesia","BMKG"
"137","bmg2025voan","2025-11-03T12:25:34.997203Z","-7.353860855102539","128.9815673828125","4.029855845756458","MLv","120","18","130.88295936584473","Banda Sea","BMKG"
"138","bmg2025vnon","2025-11-03T06:20:58.99645Z","4.989880561828613","125.4321060180664","4.646648783411588","MLv","13","27","155.87543487548828","Talaud Islands, Indonesia","BMKG"
